Entity,Africa,Africa (EI),Algeria,Argentina,Asia,Asia Pacific (EI),Australia,Austria,Azerbaijan,Bangladesh,Belarus,Belgium,Brazil,Bulgaria,CIS (EI),Canada,Central America (EI),Chile,China,Colombia,Croatia,Cyprus,Czechia,Denmark,Eastern Africa (EI),Ecuador,Egypt,Estonia,Europe,Europe (EI),European Union (27),Finland,France,Germany,Greece,High-income countries,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Japan,Kazakhstan,Kuwait,Latvia,Lithuania,Lower-middle-income countries,Luxembourg,Malaysia,Mexico,Middle Africa (EI),Middle East (EI),Morocco,Netherlands,New Zealand,Non-OECD (EI),North America,North America (EI),North Macedonia,Norway,OECD (EI),Oceania,Oman,Pakistan,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Saudi Arabia,Singapore,Slovakia,Slovenia,South Africa,South America,South Korea,South and Central America (EI),Spain,Sri Lanka,Sweden,Switzerland,Taiwan,Thailand,Trinidad and Tobago,Turkey,Turkmenistan,USSR,Ukraine,United Arab Emirates,United Kingdom,United States,Upper-middle-income countries,Uzbekistan,Venezuela,Vietnam,Western Africa (EI),World
1993,1176.1725,1176.1725,110.754875,247.78004,11763.414,9124.5,402.41638,136.78592,94.055405,25.769167,174.43303,300.30597,753.877,77.61299,2957.1611,948.57947,106.46472,104.486534,1663.7761,128.17462,40.6735,22.876078,81.68363,113.18888,131.3453,71.340126,243.19084,20.748428,11216.305,9049.155,7004.4224,124.88457,1101.6967,1646.8727,198.51204,24952.334,100.89406,87.67219,8.238461,752.0428,448.4648,691.70404,273.90445,62.44094,124.56148,1119.7963,3044.2654,186.6075,48.682903,26.014383,45.75867,2731.0728,22.86836,186.71935,947.3392,47.79885,2304.3518,79.18833,426.74704,53.03442,13615.526,11619.481,11278.325,13.216734,99.619385,24409.043,455.4508,32.121742,160.0418,70.53644,168.78471,168.93677,153.68877,14.634062,141.77019,2316.0288,622.4703,310.94153,38.617085,22.699753,216.77266,1687.2815,953.1819,2134.9028,607.8931,23.671654,205.3306,149.1138,372.70914,318.4565,17.295012,323.31287,39.21588,NA,341.12872,231.98035,1012.2387,9382.406,8802.607,87.02526,250.98235,47.770554,197.3393,38024.57
1994,1214.283,1214.2828,106.05089,261.49545,12371.797,9633.183,415.6745,134.74817,86.15903,26.85683,142.50797,326.46335,801.57837,73.34055,2563.1704,968.858,116.51128,112.2142,1690.6384,134.27097,41.96201,22.61588,84.47287,120.41808,136.03395,77.55587,253.93777,18.914959,10897.791,9018.385,7046.669,129.36601,1070.2838,1631.9728,203.04323,25777.205,107.65178,93.517555,8.346259,808.2667,443.34113,714.48303,309.48993,68.39255,129.30417,1116.1196,3212.045,146.3026,60.219498,24.651974,42.190865,2789.7732,22.842442,196.5406,1021.43054,47.06603,2531.8394,86.091125,424.05542,61.31527,13764.943,11968.931,11613.777,10.265979,103.50979,25087.377,476.98978,27.22416,171.5628,76.61635,173.19214,178.15416,155.42722,16.94264,131.53972,2046.0374,753.2654,357.7661,39.998745,24.543419,226.23352,1806.0193,1046.2953,2277.6833,638.54456,25.714016,219.89214,154.10161,396.7485,356.38678,13.183907,309.1395,39.29374,NA,294.87924,243.25163,1001.6665,9623.489,8728.764,75.798,280.13885,52.940754,197.71223,38852.32
1995,1256.2194,1256.2194,103.14228,259.54364,12968.518,10245.22,427.7775,135.62375,77.6772,34.853485,124.3167,325.26587,859.95514,75.31128,2262.131,1016.64703,129.07954,123.35619,1825.6307,144.16035,46.489468,23.986261,95.19518,125.37967,139.12355,76.32141,275.37674,14.864138,10769.107,9206.02,7210.096,117.58075,1084.53,1631.1295,211.81287,26139.809,115.225426,89.09015,8.396833,901.3517,490.8204,702.64813,305.56332,69.824715,146.87703,1153.9536,3234.1843,143.00717,62.408756,22.18566,38.271038,2957.423,21.410866,224.80556,950.10956,45.6702,2518.3345,81.52536,447.4748,66.30301,14071.962,11923.752,11566.787,9.655315,106.96971,25359.932,494.0805,30.478481,185.97589,86.40599,203.45428,180.4534,167.95164,16.422976,158.80493,1785.4498,722.17084,373.7756,38.879284,26.54689,241.26067,1891.1365,1141.5756,2377.1804,679.26404,27.378433,218.79677,142.8001,431.46835,405.904,15.0534,346.67908,28.278769,NA,305.8107,243.1685,989.9536,9600.031,8730.796,77.462296,269.93954,58.443775,200.069,39431.895
1996,1283.562,1283.562,98.42207,259.82446,13533.252,10775.912,439.01538,147.85747,69.77202,35.60648,122.27396,352.25375,921.4849,69.351074,1989.7223,1041.7711,126.04053,130.9829,2023.0286,153.02666,44.09095,24.441818,99.64469,136.06866,140.32976,85.72029,291.0964,16.087318,10614.048,9314.367,7360.2095,122.37473,1110.012,1658.878,219.88054,26851.348,112.90665,82.26264,9.381994,972.76135,527.91,737.46826,307.1631,73.24784,143.86281,1134.0676,3259.9888,120.907265,60.651096,23.343493,39.927193,2985.7952,22.176525,246.50568,964.5441,45.850822,2573.8599,76.85733,447.37653,67.54738,14227.162,12328.78,11957.429,14.679261,114.43929,26099.451,506.56274,29.042772,195.5896,89.12813,211.86565,210.81299,159.85767,18.12003,152.25682,1539.5094,746.65784,377.44174,40.55369,30.701277,248.5072,1934.3677,1221.4814,2431.7603,697.5843,33.236603,235.02121,147.92401,431.2607,449.2036,17.402937,362.10272,37.92989,NA,189.81409,234.97542,1014.60156,9951.113,8832.009,75.81015,219.43677,67.26731,211.06271,40326.613
1997,1324.0258,1324.0258,97.64342,275.29974,14183.697,11306.241,446.05783,147.18378,66.40268,40.876934,107.04149,360.93057,1003.6971,54.51871,1966.3823,1073.6844,136.65079,140.88297,2221.5454,152.27386,47.08819,24.967741,95.0233,131.27933,147.65591,97.765,307.32626,15.79654,10639.905,9362.556,7397.2505,120.58437,1112.2651,1648.9271,222.05852,27212.402,111.75032,84.15929,9.207106,1039.8557,584.76495,758.171,374.81793,78.033714,157.65807,1145.1384,3224.3533,121.64777,66.98625,20.726149,40.03619,3171.2642,23.158903,281.96838,1006.9446,47.462112,2705.4265,81.739136,464.74838,70.944374,14982.549,12550.912,12164.238,12.305494,114.82874,26439.533,517.0022,25.347273,201.59088,88.13826,231.8534,219.71667,171.578,22.133371,159.24866,1526.9075,759.519,397.76855,40.502552,30.702639,252.60281,2069.888,1342.7758,2593.212,705.9865,34.04012,222.36333,155.62619,442.64062,451.55515,10.274356,356.59906,39.304928,NA,219.58102,238.70639,985.44324,10083.609,9313.504,81.941,237.40268,76.64519,211.14369,41422.08
1998,1355.3862,1355.3861,100.65875,283.28546,13913.754,11071.9795,445.9702,155.29774,69.87349,45.055756,101.113304,365.94296,1042.4209,57.887005,1875.1455,1094.4218,156.64502,144.0185,2287.5908,151.26253,53.07453,27.283785,98.08545,126.99976,149.09763,98.40975,323.41177,15.860497,10734.902,9526.826,7596.0166,125.79058,1155.7661,1650.717,232.47917,27381.932,107.219894,89.2766,9.433033,1113.5074,557.09625,736.06213,271.4229,87.46068,164.65372,1141.9586,3134.1433,101.10801,100.8192,19.795252,45.90011,3234.9514,24.09103,257.74655,1054.3689,44.828396,2692.5364,81.00672,470.26678,71.86079,15016.307,12800.467,12400.766,11.074813,115.23408,26567.525,517.831,25.260342,208.43974,88.67419,225.1748,249.88089,187.91159,23.50374,139.62064,1462.641,807.787,403.47717,45.370716,29.418524,256.45294,2104.848,1114.9084,2661.194,762.2611,35.576878,226.8401,157.54512,457.7185,409.9696,11.790196,355.67706,37.345898,NA,200.8744,237.81038,975.03015,10251.976,9176.561,80.49694,221.13942,84.68615,213.46274,41583.832
1999,1404.9454,1404.9454,98.898346,287.10687,14329.453,11541.22,456.15396,147.58986,67.245476,40.18385,92.49213,353.81247,1044.3267,53.773804,1866.2653,1115.5518,154.50114,145.66054,2437.2446,135.5822,52.552788,28.601559,97.63967,126.042534,158.16537,85.996635,330.8606,14.814796,10637.537,9403.839,7547.9233,127.17879,1159.9083,1601.1072,227.0115,27866.914,114.0835,85.230934,9.417009,1219.4528,583.2287,752.2657,188.5472,98.69789,174.33195,1132.5256,3181.5173,83.37866,115.72912,18.437328,36.30458,3320.8167,25.739426,251.90372,1047.0767,47.448288,2684.6917,89.25713,479.29355,72.871544,15297.73,13090.578,12699.69,11.075541,116.51929,26969.047,529.0255,31.588726,216.01376,90.520706,212.49382,261.7574,193.70638,22.346224,110.90115,1495.316,836.53033,399.2941,41.134815,29.493504,259.98068,2120.7363,1196.8456,2666.125,810.8985,38.356125,222.96231,152.87431,490.0698,431.1383,20.85421,354.1096,30.962414,NA,151.31075,232.02397,962.2439,10537.0625,9278.991,78.44137,247.98494,93.28242,225.93132,42266.777
2000,1408.3779,1408.3778,103.13248,264.93796,14911.58,11934.534,455.98157,145.70236,74.69056,39.487724,91.41129,359.53516,1091.0947,50.755096,1879.6154,1109.1815,157.79146,139.07541,2626.8958,132.67795,46.74931,29.842424,94.429085,122.534676,152.83246,78.33835,323.75937,13.329059,10489.71,9303.191,7462.8037,126.42577,1143.1821,1570.4348,236.24866,27936.664,118.88865,82.53138,9.598543,1277.5098,636.9529,775.7112,283.2851,99.36095,154.44406,1124.7026,3179.205,92.2146,120.74285,15.139174,28.525013,3391.2197,27.610802,272.32065,1117.636,53.015316,2814.3535,83.48259,486.18246,74.42254,15928.967,13342.495,12881.76,11.268543,108.98533,27054.465,530.4041,34.169247,223.08223,88.37054,197.78395,240.63138,189.41812,21.87208,116.51867,1465.8062,861.6846,425.65808,40.865017,28.008863,264.2983,2143.073,1225.8423,2761.5994,822.15295,44.056522,204.42043,148.28627,500.4925,418.93924,17.415867,370.6987,58.318027,NA,142.37784,229.3394,951.9542,10654.942,9765.477,79.69032,274.5659,101.145676,223.75699,42983.43
2001,1423.5013,1423.5012,106.77533,245.34851,15051.745,12020.818,457.08533,155.1389,47.594116,47.166737,88.44919,365.03632,1099.6735,52.527763,1881.3643,1140.463,168.97507,135.44452,2683.249,131.99512,47.907486,29.993261,99.91982,117.52588,164.16254,81.36386,305.73434,15.416941,10654.891,9401.863,7545.9507,124.035736,1142.346,1590.9633,239.5707,28060.178,141.33519,79.73473,9.007859,1281.0958,659.32684,799.74396,323.3524,106.500946,143.08977,1102.6033,3076.0095,92.17118,124.05458,17.654846,31.414404,3427.8572,29.310976,294.5357,1107.0106,55.15959,2934.9187,83.637276,509.7186,75.24428,16364.126,13376.215,12889.897,9.231523,114.80473,27002.035,532.3296,38.881546,218.72188,83.596954,196.75143,235.07964,189.5344,24.909187,124.17175,1509.4218,912.1856,455.65408,37.862465,29.408026,269.9824,2158.5059,1226.0139,2813.797,848.1992,42.859436,205.10724,158.69579,518.6094,414.40457,17.940031,344.8432,46.9495,NA,157.05496,226.621,947.54913,10642.425,9895.415,78.66738,310.38766,109.64855,232.82518,43366.16
2002,1457.352,1457.352,118.397224,232.86867,15423.102,12302.249,461.9748,157.87592,43.6981,42.876194,93.12623,366.56335,1077.904,52.79946,1838.8533,1183.052,170.53511,137.69225,2895.598,130.75986,50.18211,29.674215,96.75073,113.733505,162.25298,80.800606,304.1684,17.262798,10557.872,9378.014,7499.842,126.92369,1112.8134,1537.7799,240.72467,28081.729,154.46637,74.154396,9.370295,1324.2423,662.41205,806.6087,306.8657,103.80246,142.72649,1106.4277,3026.1128,94.16745,144.08148,17.52924,30.50942,3487.0505,29.86881,318.86258,1051.1785,58.657295,3001.3157,87.03641,512.05084,77.48304,16722.76,13363.19,12876.064,10.424202,113.96435,26927.977,539.4578,44.71315,213.19598,82.79648,187.04333,239.5985,196.06561,28.160334,125.24762,1456.2139,942.5885,433.57513,42.1887,28.555616,276.9421,2139.227,1247.8408,2796.8882,866.395,45.48564,205.5297,150.41983,518.4633,448.20236,19.45226,369.48154,55.35714,NA,159.51822,235.30663,940.2432,10641.834,10066.906,78.058655,326.44745,120.419334,246.87498,43650.734
2003,1501.7174,1501.7174,123.17411,237.5023,16043.241,12824.504,460.25992,167.63007,50.912304,43.89366,94.28708,387.41565,1048.2212,55.726036,1898.6586,1227.1874,177.95317,136.51785,3234.7622,130.62411,55.533672,31.57658,103.53131,109.988304,169.4927,82.590965,311.87805,16.203379,10644.244,9404.481,7507.999,130.99988,1116.9645,1507.717,252.75017,28517.092,155.44257,72.27185,9.47095,1347.6937,680.47034,810.28345,275.46033,101.32407,146.52625,1095.8771,3117.3784,102.732086,176.08955,17.693226,28.764093,3506.3936,32.06685,333.62247,1085.1881,64.488594,3102.2976,87.084114,512.8084,82.19651,17289.732,13606.848,13119.029,10.086403,118.46245,27290.318,542.4564,42.715023,189.23906,78.31694,185.97557,243.36377,184.26161,32.88807,111.20932,1509.1853,998.43744,401.47992,39.815983,28.935518,286.9232,2063.5913,1258.7135,2729.362,875.835,44.725185,205.91388,146.38762,542.0757,491.36066,19.539341,363.70944,51.781166,NA,165.02756,260.53528,947.68243,10806.654,10481.439,69.28875,277.9772,128.1303,242.23463,44580.05
2004,1571.9252,1571.9252,128.74683,254.68643,17062.08,13609.821,471.29572,170.16396,54.5731,45.732254,92.36583,392.12158,1083.5645,53.97488,1902.5625,1280.9209,183.11763,150.5013,3777.772,141.36633,52.103424,30.714468,114.08501,108.04399,180.51224,87.28777,328.39752,16.443972,10707.095,9498.085,7556.802,122.12344,1126.7009,1490.4901,247.72807,29192.512,183.05957,76.81962,9.906974,1426.8563,720.1309,848.9064,299.9746,106.12375,139.08589,1072.42,3048.324,105.7996,199.31427,18.990347,31.088852,3690.024,36.371384,349.71957,1137.8489,68.23518,3311.0332,100.61575,536.42145,81.031,18557.322,14108.793,13618.206,10.276315,113.5633,27809.818,552.3267,41.731388,191.35681,87.44952,189.6213,260.05814,186.39532,40.44577,127.75246,1488.477,1078.3237,445.81763,39.15278,29.820879,297.69238,2181.8015,1249.6437,2855.507,883.7714,44.74943,204.07948,149.64418,554.1193,544.5814,20.99403,371.83334,72.19644,NA,165.99037,281.55588,973.8138,11199.436,11331.308,66.60954,299.73648,152.44135,251.0512,46367.14
2005,1641.2847,1641.2847,134.21338,266.6645,17375.066,13754.691,478.70187,170.74123,63.798508,46.99634,85.993576,389.98645,1101.6764,59.339947,1898.736,1245.6702,181.92749,155.2119,3838.487,140.03333,53.632507,34.478428,119.157104,109.41705,193.07649,95.14137,347.70404,16.752337,10771.452,9559.021,7576.8857,126.678185,1104.4193,1460.0576,249.09126,29389.738,165.10948,87.88969,10.089533,1450.1283,719.4173,910.1544,280.5345,111.53505,136.45406,1039.4667,3085.1174,108.86972,217.2431,20.104658,33.62148,3790.931,37.356655,362.19116,1226.2463,64.02568,3498.2104,109.33424,569.4229,85.43949,18988.736,14186.137,13688.425,10.618794,115.055374,27976.814,564.14136,47.423676,181.89467,85.74552,174.7675,266.56586,192.48924,44.747456,125.39647,1493.8191,1134.0006,473.3067,46.30309,30.444403,298.2188,2245.5417,1255.2463,2925.181,906.24615,51.173447,196.89734,150.2359,557.94116,543.14825,23.400255,367.38205,59.06332,NA,170.2302,292.91925,1001.76575,11216.509,11530.056,62.935448,323.6661,151.39883,265.33713,46965.55
2006,1656.8494,1656.8494,139.84572,281.325,17847.098,14049.638,493.64178,169.86945,57.112576,47.271736,100.91063,388.74277,1126.7306,60.025085,2003.9578,1256.4135,192.47893,160.48915,4116.769,149.5254,54.472054,34.056618,117.510414,110.4659,205.42665,100.837296,337.3307,17.505255,10844.466,9555.79,7558.4033,122.85048,1101.8494,1457.237,260.48984,29283.16,178.45949,91.52184,10.258592,1532.0393,692.6436,991.9344,271.7063,113.51547,132.76782,1038.1772,2975.5422,125.201065,203.2084,18.92615,33.145622,3968.543,35.52233,350.31897,1184.8331,73.48635,3661.6086,110.873024,567.0726,85.78982,19755.736,14018.21,13513.999,11.223741,117.82398,27713.027,579.4316,49.878475,208.9376,81.61111,160.22676,284.99228,170.36934,57.56555,121.60156,1569.5914,1202.0599,507.91284,42.981777,31.640657,304.0121,2330.231,1257.0508,3026.9202,898.3018,52.58453,195.63448,149.46094,562.3801,539.1894,24.092281,381.82663,60.105183,NA,174.57892,315.25778,991.9008,11072.753,11915.483,64.41062,349.98526,148.50978,245.43436,47468.766
2007,1720.8945,1720.8945,156.39,312.6087,18353.783,14497.481,506.2703,163.24307,56.478565,45.713192,91.78464,392.62915,1183.2921,58.88495,1994.4147,1290.1234,202.092,200.30362,4313.5674,153.0895,55.770203,34.647247,116.69226,111.33213,213.51753,102.50297,364.28705,18.683674,10649.453,9384.901,7397.0806,123.89983,1075.5088,1319.4586,263.44052,29206.004,191.26967,91.20208,10.291719,1637.4816,730.7239,999.07385,243.83777,112.17092,135.56346,1005.7119,2891.6797,136.47191,204.9861,20.558056,33.59571,4175.1987,34.57503,373.591,1236.413,83.63958,3718.895,115.9952,583.52014,86.18501,20468.557,14013.792,13531.216,12.1110325,121.14075,27554.207,592.4553,50.930866,227.31567,84.94668,166.13817,292.65717,172.20227,63.68504,121.717094,1561.667,1236.4219,552.2398,45.140682,31.267454,310.24753,2490.2908,1290.8456,3174.959,905.73895,55.728622,191.29031,143.28651,583.01483,533.2962,24.855904,388.8999,54.302277,NA,180.38,337.40204,964.1758,11004.68,12305.306,61.359333,366.5889,165.33597,251.7501,48022.76
2008,1807.1218,1807.1218,169.9159,316.19568,18570.393,14452.993,512.7159,158.70348,44.33839,45.39375,91.367065,411.8414,1231.772,57.86655,2051.726,1245.2123,204.34772,211.0859,4408.092,150.89616,52.884552,35.382412,117.231865,109.8537,219.25215,105.60009,385.61722,17.789972,10587.894,9267.436,7317.614,119.764175,1053.3467,1399.0693,252.5715,28344.863,173.34848,86.55902,9.528946,1719.2587,745.4169,1029.7059,273.0975,106.85292,134.59229,946.61163,2780.451,135.96165,217.10063,20.178953,36.063103,4323.237,34.84931,358.46222,1275.8926,94.361496,3986.0554,127.88396,554.87646,87.20915,21071.125,13244.684,12796.534,10.953669,114.245056,26557.865,599.92505,66.96638,230.70963,95.09226,158.71425,300.85117,164.78693,77.1617,119.239265,1611.6493,1363.5356,588.78015,47.46907,36.390366,294.21274,2614.6265,1230.9376,3267.1226,866.65924,51.22881,187.61041,148.41432,545.4449,502.64273,26.432318,382.55893,75.55072,NA,172.89476,354.68753,944.1475,10275.43,12573.638,58.529278,406.01874,173.38486,283.74332,47628.992
2009,1872.0237,1872.0237,180.13441,302.02786,18659.377,14544.89,504.14078,149.56474,37.846764,42.925915,105.46239,360.92197,1218.8019,52.825085,1945.5682,1214.6228,202.19789,198.59944,4580.2983,151.37347,51.64974,34.5923,113.17898,98.63713,232.55937,107.393166,403.6607,15.987167,10048.622,8786.368,6886.4814,112.83101,1010.69946,1339.8384,236.80884,27143.48,196.68486,84.2257,8.832885,1806.7904,748.9486,1002.67725,263.0821,91.39404,124.926895,875.9916,2495.382,109.06764,224.44307,18.382898,31.06497,4430.266,32.625046,355.6215,1219.5841,106.80973,4018.7356,129.22275,530.0778,83.42238,21388.678,12596.494,12176.447,11.272176,113.279816,25177.39,587.5632,63.707405,246.17116,96.45016,166.4523,298.74213,152.80612,75.47389,106.05386,1546.3186,1459.588,634.7866,43.663235,30.854254,288.54617,2599.7913,1245.8486,3222.0366,814.51135,52.808617,174.76617,144.26378,532.04193,518.4446,25.535717,389.52692,55.801838,NA,168.17966,346.49155,899.2997,9742.24,12584.823,54.49412,426.13,176.74895,284.86594,46566.066
2010,1952.0454,1952.0454,181.61191,327.43576,19757.783,15492.63,519.30676,154.07774,37.243855,47.633118,90.623825,374.98312,1305.4814,47.891853,1999.5714,1266.4891,204.7022,182.12952,5214.49,159.77957,43.887875,33.503963,106.87343,101.92829,241.63504,124.126724,415.5942,16.479925,10055.944,8734.954,6870.1304,117.16832,979.6802,1357.6443,214.71916,27689.412,212.63667,79.04674,8.459282,1848.4161,792.6652,944.47095,298.52698,88.99752,123.84819,853.3912,2514.9514,113.10593,253.16403,20.73869,31.699003,4467.92,34.16721,359.263,1171.3153,112.91575,4189.9404,143.70778,568.0019,84.06174,22695.436,12755.922,12330.714,10.980215,119.77768,25362.791,603.3685,72.77801,243.88008,101.51831,173.30891,314.1251,149.48177,81.08316,100.38229,1604.9197,1617.5393,687.98096,45.787834,30.972471,302.4367,2728.4604,1272.0355,3358.371,794.10126,52.980663,182.26926,147.44974,555.73676,534.3449,26.108171,374.55402,64.037384,NA,161.75578,372.0713,884.78735,9892.909,13463.982,53.798588,429.24103,200.76204,302.15277,48058.23
2011,1921.6882,1921.6881,192.22765,339.91183,20283.998,15883.359,547.0603,145.06886,48.970104,60.01977,98.65504,350.51743,1351.8365,45.732883,2167.3284,1268.1564,209.94049,189.07631,5390.7334,168.5069,41.734562,32.946396,108.28204,97.14898,251.4566,127.295494,418.22156,16.066843,9940.693,8484.4,6661.1465,114.58838,963.96124,1313.2709,204.57788,27401.453,214.10521,77.140785,8.344929,1935.7648,849.75336,951.4324,318.91122,83.32917,129.7403,828.8807,2512.0217,150.89111,235.43369,19.040625,30.631077,4591.321,34.88955,366.93445,1188.1461,120.14768,4322.764,153.33934,567.4296,86.10043,23404.398,12571.408,12153.883,11.351918,116.164406,24995.922,633.16077,78.74119,245.53178,112.06887,163.80653,311.5057,140.12874,102.54465,105.37203,1721.7162,1680.0404,717.66254,45.02674,30.851473,306.0354,2839.4302,1284.1549,3466.8967,757.2665,59.077347,168.6092,136.49957,517.70953,543.49225,25.714264,364.0785,59.61466,NA,161.0955,399.33887,866.9987,9697.58,14009.502,50.825474,444.8657,199.97871,303.29242,48400.316
2012,2045.3468,2045.3467,204.39526,360.51144,21170.713,16568.738,561.41907,142.3423,51.289173,68.356895,121.07967,337.58096,1431.951,47.573124,2289.607,1285.4945,213.69728,196.13606,5654.2993,180.10788,37.400105,30.689983,106.93589,89.821655,268.8779,131.77362,428.2248,19.049244,9720.43,8202.115,6391.0674,110.05728,931.1787,1305.3893,178.33144,27230.71,205.13832,72.01762,8.255022,2051.6697,893.5189,976.5402,351.10657,78.681206,154.56673,772.2136,2666.3037,161.30411,221.78746,19.013836,30.995258,4764.083,33.672718,402.15158,1213.6659,136.08406,4477.1143,154.29112,555.90686,85.01224,24359.85,12365.951,11971.251,10.97192,116.08983,24804.49,646.4313,85.78784,237.93188,111.44959,170.33029,298.3708,127.39728,108.15663,106.77398,1780.806,1769.6074,712.69257,41.787235,30.20445,313.72104,3001.7673,1330.1271,3610.1658,700.0071,63.094193,161.83508,139.24571,509.2837,564.36615,23.543278,383.57193,85.65861,NA,159.76318,418.6489,843.67175,9472.09,14733.096,49.220936,482.2187,200.2646,320.23676,49164.34
2013,2122.528,2122.528,213.57639,382.57983,21572.434,16802.957,578.03705,145.6488,55.715,69.63952,90.81036,345.84137,1471.0026,44.214947,2256.679,1277.7136,215.62624,195.0727,5907.4697,188.60779,35.97752,27.186855,102.03872,87.70778,284.63028,139.62585,433.32666,18.806301,9531.72,8068.035,6245.3784,114.501656,919.24506,1334.2625,164.76158,27216.982,209.29405,70.43605,8.627571,2065.6555,863.6462,1053.179,386.71225,79.802826,117.32228,706.4804,2552.1658,162.81444,243.43689,19.216606,30.120863,4888.5967,33.112263,427.70407,1175.1096,155.00269,4640.55,156.06314,529.2256,86.0317,24978.916,12455.369,12081.254,10.721132,117.56478,24675.445,664.0687,99.6837,260.81177,116.81105,177.93362,277.3465,130.73607,129.21953,100.04368,1785.0247,1779.6705,706.98694,41.73799,28.55647,319.23422,3092.617,1329.0857,3682.3574,675.85834,53.987404,158.01923,141.59218,521.8908,584.294,25.005686,412.15063,74.70782,NA,151.43327,464.93048,828.548,9628.432,15088.097,45.62668,489.14053,207.36401,330.57214,49654.363
2014,2144.3142,2144.3142,221.92514,379.9156,21917.219,17034.527,575.4282,141.4012,54.860176,76.66483,93.06433,338.91125,1529.594,47.711754,2363.863,1274.6562,221.90546,193.4745,6142.5166,199.76581,37.66257,27.26966,107.97657,87.40029,297.05212,147.06836,455.2881,17.413538,9471.982,7926.681,6128.849,108.04683,889.4258,1298.318,163.353,27193.51,198.1297,78.38166,9.023058,2125.4941,860.0283,973.7957,372.06128,78.99451,109.4414,671.279,2422.2021,167.67194,232.40001,19.32151,29.522429,4921.7827,31.917315,429.4578,1121.4917,163.89104,4727.2744,148.68529,518.6247,87.71647,25594.16,12466.217,12089.108,10.638594,114.270676,24417.666,663.1447,102.23613,269.72635,114.93645,188.79242,277.49698,129.18199,136.32495,102.80272,1875.5392,1957.39,717.43866,38.726368,28.241377,314.8671,3127.044,1321.2274,3726.0579,678.8414,61.876884,155.6956,128.45525,538.7605,590.7017,23.716629,423.3022,84.05571,NA,133.5871,472.73764,829.31384,9692.96,15411.668,46.81668,452.41968,219.13017,307.40265,50011.83
2015,2202.6306,2202.6306,236.14848,387.81003,22717.434,17810.514,570.29706,142.84538,55.601353,92.684456,78.40431,348.06155,1436.5623,53.301296,2257.9954,1277.9789,244.12624,190.19441,6609.8955,179.1918,39.127132,27.930634,104.87653,88.9282,323.0416,142.66006,464.53683,17.381447,9531.291,8139.1924,6247.704,108.589935,902.6557,1296.5422,170.19884,27744.977,217.42123,83.99389,9.844438,2296.0383,820.5955,837.7907,367.07346,81.82424,116.403496,710.4441,2335.943,154.43547,239.24208,20.291126,32.41703,5072.1406,31.355448,398.72943,1087.805,160.14224,4702.626,145.51521,505.8948,91.30542,26221.736,12653.666,12256.8955,11.40081,116.293976,24755.473,661.6025,105.740265,293.9605,122.690155,215.39938,292.9932,132.16782,159.3667,104.60035,1812.3582,2063.1904,755.1657,42.219574,27.817749,347.1934,2966.4595,1384.1904,3607.3564,701.3279,59.549107,153.64813,129.56079,553.8144,604.4171,25.57151,498.66406,68.911415,NA,119.47356,492.3323,851.87616,9891.111,15632.807,44.268963,395.10608,266.7754,313.08087,50977.21
2016,2221.6062,2221.606,229.56384,375.905,23577.459,18480.309,571.4592,146.15495,55.19285,96.11048,84.303665,352.9905,1360.2913,54.210262,2335.3486,1273.5061,253.62859,200.9175,6823.578,220.7487,39.293175,30.465368,98.47254,89.05559,332.41364,134.04097,480.17804,16.95469,9689.947,8300.354,6347.6294,114.29884,887.9982,1321.8785,169.93929,28157.79,225.19812,83.43875,10.8426285,2514.2617,791.46124,852.62964,377.21735,86.16183,119.49044,704.78986,2268.99,157.8632,228.75003,20.932833,35.661934,5427.286,31.312542,443.14453,1117.6814,147.11818,4817.408,149.06464,517.8782,94.55371,26952.01,12764.857,12356.663,12.803833,112.658714,25108.842,666.01294,108.50814,328.84857,130.31395,231.16743,321.5872,134.93422,168.92227,109.42975,1839.1206,2125.6958,799.9804,44.01866,29.852816,333.97684,2887.3406,1509.1769,3549.163,719.22076,72.91467,158.83817,122.34928,554.21246,625.278,26.311125,533.83057,97.92337,NA,125.16151,534.751,870.47925,9965.476,15915.945,53.28734,347.05972,294.0984,348.82306,52060.85
2017,2265.2363,2265.2363,225.51212,371.47742,24234.176,19091.6,599.2556,146.42876,55.69909,108.25354,83.840485,357.47388,1374.2164,56.917362,2304.8533,1260.5651,261.20087,204.00137,7183.172,216.45381,42.00155,31.275581,115.29597,88.50658,355.18958,130.87363,456.2155,17.695034,9858.75,8520.567,6501.002,110.74291,901.52704,1347.5061,174.01346,28402.273,254.45477,90.39909,12.105062,2588.196,848.7617,868.5294,447.19293,85.46276,124.57352,713.6949,2244.126,159.55869,233.09961,21.379055,36.70305,5553.4155,32.775616,417.46057,1090.6477,137.8408,4874.325,157.80402,520.8713,99.16319,27613.967,12812.701,12413.804,12.1864195,111.99558,25364.838,698.4188,118.94404,339.49326,132.51404,247.42798,362.9471,135.99239,151.88354,115.04343,1833.1201,2087.7917,813.8796,49.12412,30.5679,333.866,2848.3215,1497.4587,3508.4207,723.65344,78.41371,161.7447,125.38493,550.43304,644.63403,23.557047,578.77844,77.26506,NA,125.789345,532.1497,882.0336,10062.591,16347.349,49.598866,298.71246,308.18164,381.03128,52978.8
